Questions,17th/18th Century Philosophy,19th Century Philosophy,20th Century Philosophy,Aesthetics,African/Africana Philosophy,Ancient Greek and Roman Philosophy,Applied Ethics,Asian Philosophy,Continental Philosophy,Decision Theory,Epistemology,Feminist Philosophy,General Philosophy of Science,Logic and Philosophy of Logic,Medieval and Renaissance Philosophy,Meta-Ethics,Metaphilosophy,Metaphysics,Normative Ethics,Philosophy of Action,Philosophy of Biology,Philosophy of Cognitive Science,Philosophy of Computing and Information,"Philosophy of Gender, Race, and Sexuality",Philosophy of Language,Philosophy of Law,Philosophy of Mathematics,Philosophy of Mind,Philosophy of Physical Science,Philosophy of Religion,Philosophy of the Americas,Philosophy of Social Science,Social and Political Philosophy
Other minds,"Accept or lean towards:adult humans: 0.9505
Accept a combination of views: 0.9505
","Accept or lean towards:adult humans: 0.9375
Accept a combination of views: 0.9375
","Accept or lean towards:adult humans: 0.942
Accept a combination of views: 0.942
","Accept or lean towards:adult humans: 0.9683
Accept a combination of views: 0.9683
","Accept or lean towards:adult humans: 1.0
Accept or lean towards:cats: 1.0
Accept or lean towards:fish: 1.0
Reject or lean against:particles: 1.0
Accept or lean towards:newborn babies: 1.0
Accept a combination of views: 1.0
","Accept or lean towards:adult humans: 0.9508
Accept a combination of views: 0.9508
","Accept or lean towards:adult humans: 0.9701
Reject or lean against:particles: 0.9403
Accept a combination of views: 0.9701
","Accept or lean towards:adult humans: 1.0
Accept a combination of views: 1.0
","Accept a combination of views: 0.8636
Accept or lean towards:adult humans: 0.8409
","Accept or lean towards:adult humans: 0.9429
Reject or lean against:particles: 0.9143
Accept a combination of views: 0.9429
","Accept or lean towards:adult humans: 0.9585
Reject or lean against:particles: 0.9094
Accept a combination of views: 0.9585
","Accept or lean towards:adult humans: 0.9778
Accept a combination of views: 0.9778
","Accept or lean towards:adult humans: 0.9457
Accept a combination of views: 0.9457
","Accept or lean towards:adult humans: 0.9109
Reject or lean against:particles: 0.8713
Accept a combination of views: 0.9109
","Accept or lean towards:adult humans: 0.9375
Accept or lean towards:newborn babies: 0.9063
Accept a combination of views: 0.9375
","Accept or lean towards:adult humans: 0.9658
Reject or lean against:particles: 0.9247
Accept a combination of views: 0.9658
","Accept or lean towards:adult humans: 0.96
Accept a combination of views: 0.96
","Accept or lean towards:adult humans: 0.9773
Accept or lean towards:cats: 0.9318
Accept a combination of views: 0.9773
","Accept or lean towards:adult humans: 0.9739
Reject or lean against:particles: 0.9435
Accept a combination of views: 0.9739
","Accept or lean towards:adult humans: 0.939
Accept or lean towards:cats: 0.8902
Reject or lean against:particles: 0.9024
Accept or lean towards:newborn babies: 0.9024
Accept a combination of views: 0.939
","Accept or lean towards:adult humans: 0.9783
Reject or lean against:particles: 0.9348
Accept a combination of views: 0.9783
","Accept or lean towards:adult humans: 0.9802
Accept or lean towards:cats: 0.9307
Reject or lean against:current AI systems: 0.9307
Accept a combination of views: 0.9802
","Accept or lean towards:adult humans: 1.0
Reject or lean against:particles: 1.0
Accept a combination of views: 1.0
","Accept or lean towards:adult humans: 0.9667
Accept a combination of views: 0.9667
","Accept or lean towards:adult humans: 0.9405
Accept or lean towards:cats: 0.9027
Accept a combination of views: 0.9405
","Accept or lean towards:adult humans: 0.9655
Reject or lean against:plants: 0.931
Reject or lean against:particles: 0.931
Reject or lean against:current AI systems: 0.931
Accept a combination of views: 0.9655
","Accept or lean towards:adult humans: 0.9
Accept a combination of views: 0.9
","Accept or lean towards:adult humans: 0.9736
Accept or lean towards:cats: 0.9471
Accept a combination of views: 0.9736
","Accept a combination of views: 0.9535
Accept or lean towards:adult humans: 0.9302
","Accept or lean towards:adult humans: 0.99
Reject or lean against:particles: 0.95
Accept a combination of views: 0.99
","Accept or lean towards:adult humans: 0.9
Accept or lean towards:cats: 0.9
Accept a combination of views: 0.9
","Accept or lean towards:adult humans: 0.9189
Accept a combination of views: 0.9189
","Accept or lean towards:adult humans: 0.9868
Reject or lean against:particles: 0.947
Accept a combination of views: 0.9868
"
Ought implies can,"Accept or lean towards:yes: 0.5905
","Accept or lean towards:yes: 0.6122
","Accept or lean towards:yes: 0.5714
","Accept or lean towards:yes: 0.5789
",*NA*,"Accept or lean towards:yes: 0.5818
","Accept or lean towards:yes: 0.7007
","Accept or lean towards:yes: 0.4762
Accept or lean towards:no: 0.4762
","Accept or lean towards:no: 0.4468
Accept or lean towards:yes: 0.4255
","Accept or lean towards:yes: 0.7353
","Accept or lean towards:yes: 0.6022
","Accept or lean towards:yes: 0.54
","Accept or lean towards:yes: 0.641
","Accept or lean towards:yes: 0.5729
","Accept or lean towards:yes: 0.6765
","Accept or lean towards:yes: 0.6795
","Accept or lean towards:yes: 0.54
","Accept or lean towards:yes: 0.6537
","Accept or lean towards:yes: 0.6569
","Accept or lean towards:yes: 0.6098
","Accept or lean towards:yes: 0.5714
","Accept or lean towards:yes: 0.6277
","Accept or lean towards:yes: 0.8
","Accept or lean towards:yes: 0.5152
","Accept or lean towards:yes: 0.5938
","Accept or lean towards:yes: 0.7059
","Accept or lean towards:yes: 0.6286
","Accept or lean towards:yes: 0.6916
","Accept or lean towards:yes: 0.5758
","Accept or lean towards:yes: 0.7157
","Accept or lean towards:yes: 0.4444
","Accept or lean towards:yes: 0.5946
","Accept or lean towards:yes: 0.6964
"
Philosophical knowledge,"Accept or lean towards:a lot: 0.4815
","Accept or lean towards:a lot: 0.449
","Accept or lean towards:a lot: 0.493
","Accept or lean towards:a lot: 0.6029
","Accept or lean towards:a little: 0.4286
Accept or lean towards:a lot: 0.4286
","Accept or lean towards:a lot: 0.5
","Accept or lean towards:a lot: 0.5789
","Accept or lean towards:a little: 0.4167
Accept or lean towards:a lot: 0.4167
","Accept or lean towards:a lot: 0.575
","Accept or lean towards:a lot: 0.7027
","Accept or lean towards:a lot: 0.5634
","Accept or lean towards:a lot: 0.4468
","Accept or lean towards:a lot: 0.5522
","Accept or lean towards:a lot: 0.6075
","Accept or lean towards:a lot: 0.6061
","Accept or lean towards:a lot: 0.5843
","Accept or lean towards:a lot: 0.5818
","Accept or lean towards:a lot: 0.6045
","Accept or lean towards:a lot: 0.5877
","Accept or lean towards:a lot: 0.6711
","Accept or lean towards:a lot: 0.561
","Accept or lean towards:a lot: 0.4848
Accept or lean towards:a little: 0.4444
","Accept or lean towards:a little: 0.5
","Accept or lean towards:a lot: 0.5172
","Accept or lean towards:a lot: 0.5707
","Accept or lean towards:a lot: 0.5333
","Accept or lean towards:a lot: 0.6842
","Accept or lean towards:a lot: 0.5769
","Accept or lean towards:a lot: 0.4889
","Accept or lean towards:a lot: 0.5238
","Accept or lean towards:none: 0.2857
The question is too unclear to answer: 0.2857
","Accept or lean towards:a lot: 0.5682
","Accept or lean towards:a lot: 0.5658
"
Plato,"Accept or lean towards:knowledge only of forms: 0.6456
","Accept or lean towards:knowledge only of forms: 0.5135
","Accept or lean towards:knowledge only of forms: 0.4423
","Accept or lean towards:knowledge only of forms: 0.5789
",*NA*,"Accept or lean towards:knowledge only of forms: 0.5556
","Accept or lean towards:knowledge only of forms: 0.4805
","Accept or lean towards:knowledge only of forms: 0.5789
","Accept or lean towards:knowledge only of forms: 0.5
","Accept or lean towards:knowledge only of forms: 0.8
","Accept or lean towards:knowledge only of forms: 0.4909
","Accept or lean towards:knowledge only of forms: 0.4333
","Accept or lean towards:knowledge only of forms: 0.4754
","Accept or lean towards:knowledge only of forms: 0.459
","Accept or lean towards:knowledge only of forms: 0.6286
","Accept or lean towards:knowledge only of forms: 0.4872
","Accept or lean towards:knowledge only of forms: 0.5667
","Accept or lean towards:knowledge only of forms: 0.5328
","Accept or lean towards:knowledge only of forms: 0.4597
","Accept or lean towards:knowledge only of forms: 0.4524
Accept or lean towards:knowledge also of concrete things: 0.4048
","Accept or lean towards:knowledge only of forms: 0.48
","Accept or lean towards:knowledge only of forms: 0.5185
","Accept or lean towards:knowledge only of forms: 0.5556
","Accept or lean towards:knowledge only of forms: 0.6111
","Accept or lean towards:knowledge only of forms: 0.5102
","Accept or lean towards:knowledge only of forms: 0.4737
","Accept or lean towards:knowledge only of forms: 0.6154
","Accept or lean towards:knowledge only of forms: 0.5752
","Accept or lean towards:knowledge only of forms: 0.4783
","Accept or lean towards:knowledge only of forms: 0.5385
","Accept or lean towards:knowledge only of forms: 0.6
","Accept or lean towards:knowledge only of forms: 0.5
","Accept or lean towards:knowledge only of forms: 0.4479
"
Politics,"Accept or lean towards:socialism: 0.4815
",*NA*,"Accept or lean towards:socialism: 0.641
","Accept or lean towards:socialism: 0.5231
",*NA*,"Accept or lean towards:socialism: 0.4211
","Accept or lean towards:socialism: 0.4894
","Accept or lean towards:socialism: 0.5455
","Accept or lean towards:socialism: 0.6809
","Accept or lean towards:capitalism: 0.6129
","Accept or lean towards:socialism: 0.4981
","Accept or lean towards:socialism: 0.7959
","Accept or lean towards:socialism: 0.5299
","Accept or lean towards:socialism: 0.5446
","Accept or lean towards:capitalism: 0.5
","Accept or lean towards:socialism: 0.5232
","Accept or lean towards:socialism: 0.6275
","Accept or lean towards:socialism: 0.4942
","Accept or lean towards:socialism: 0.487
","Accept or lean towards:socialism: 0.5556
","Accept or lean towards:socialism: 0.6279
","Accept or lean towards:socialism: 0.6737
","Accept or lean towards:capitalism: 0.5625
","Accept or lean towards:socialism: 0.7273
","Accept or lean towards:socialism: 0.5859
","Accept or lean towards:socialism: 0.4706
","Accept or lean towards:socialism: 0.5
","Accept or lean towards:socialism: 0.5746
","Accept or lean towards:socialism: 0.5526
","Accept or lean towards:capitalism: 0.5464
","Accept or lean towards:socialism: 0.5
","Accept or lean towards:socialism: 0.4474
","Accept or lean towards:socialism: 0.5879
"
Possible worlds,"Accept or lean towards:abstract: 0.5049
","Accept or lean towards:abstract: 0.4286
Accept or lean towards:nonexistent: 0.381
","Accept or lean towards:abstract: 0.5079
","Accept or lean towards:abstract: 0.4839
","Accept or lean towards:abstract: 0.6
","Accept or lean towards:abstract: 0.5
","Accept or lean towards:abstract: 0.5372
","Accept or lean towards:nonexistent: 0.4783
","Accept or lean towards:abstract: 0.4
Accept or lean towards:nonexistent: 0.3556
","Accept or lean towards:abstract: 0.6667
","Accept or lean towards:abstract: 0.6277
","Accept or lean towards:abstract: 0.5946
","Accept or lean towards:abstract: 0.5194
","Accept or lean towards:abstract: 0.6667
","Accept or lean towards:nonexistent: 0.5313
","Accept or lean towards:abstract: 0.5957
","Accept or lean towards:abstract: 0.5455
","Accept or lean towards:abstract: 0.5547
","Accept or lean towards:abstract: 0.5833
","Accept or lean towards:abstract: 0.5
","Accept or lean towards:abstract: 0.5652
","Accept or lean towards:abstract: 0.4948
","Accept or lean towards:abstract: 0.4444
Accept or lean towards:nonexistent: 0.4444
","Accept or lean towards:abstract: 0.4828
","Accept or lean towards:abstract: 0.6753
","Accept or lean towards:abstract: 0.7143
","Accept or lean towards:abstract: 0.4737
","Accept or lean towards:abstract: 0.5244
","Accept or lean towards:abstract: 0.4103
","Accept or lean towards:abstract: 0.6436
","Accept or lean towards:nonexistent: 0.5
","Accept or lean towards:abstract: 0.425
","Accept or lean towards:abstract: 0.4773
"
Practical reason,*NA*,*NA*,*NA*,*NA*,*NA*,*NA*,*NA*,*NA*,*NA*,"Accept or lean towards:Humean: 0.7857
","Accept or lean towards:Humean: 0.3318
Accept or lean towards:Aristotelian: 0.3229
","Accept or lean towards:Aristotelian: 0.3684
",*NA*,"Accept or lean towards:Aristotelian: 0.3857
",*NA*,*NA*,*NA*,"Accept or lean towards:Aristotelian: 0.4886
",*NA*,*NA*,*NA*,*NA*,"Accept or lean towards:Humean: 0.3846
","Accept or lean towards:Aristotelian: 0.4667
",*NA*,*NA*,*NA*,*NA*,*NA*,*NA*,"Accept or lean towards:Humean: 0.4
Agnostic/undecided: 0.4
","Accept or lean towards:Humean: 0.5556
",*NA*
Principle of sufficient reason,"Accept or lean towards:true: 0.4906
","Accept or lean towards:true: 0.4762
","Accept or lean towards:true: 0.3968
Accept or lean towards:false: 0.3651
","Accept or lean towards:true: 0.4364
",*NA*,"Accept or lean towards:true: 0.5769
","Accept or lean towards:true: 0.4444
","Accept or lean towards:false: 0.3636
Accept or lean towards:true: 0.3182
","Accept or lean towards:true: 0.4595
","Accept or lean towards:false: 0.7097
","Accept or lean towards:false: 0.5208
","Accept or lean towards:true: 0.3889
","Accept or lean towards:false: 0.6154
","Accept or lean towards:false: 0.6556
","Accept or lean towards:true: 0.6774
","Accept or lean towards:false: 0.464
","Accept or lean towards:false: 0.5625
","Accept or lean towards:false: 0.5726
","Accept or lean towards:false: 0.4195
Accept or lean towards:true: 0.3736
","Accept or lean towards:false: 0.4412
","Accept or lean towards:false: 0.6857
","Accept or lean towards:false: 0.4651
","Accept or lean towards:false: 0.5455
","Accept or lean towards:true: 0.4
","Accept or lean towards:false: 0.5844
","Accept or lean towards:true: 0.4
Accept or lean towards:false: 0.4
","Accept or lean towards:false: 0.6364
","Accept or lean towards:false: 0.4545
","Accept or lean towards:false: 0.5641
","Accept or lean towards:true: 0.6176
","Agnostic/undecided: 0.3333
","Accept or lean towards:false: 0.4412
Accept or lean towards:true: 0.4118
","Accept or lean towards:true: 0.418
Accept or lean towards:false: 0.3689
"
Properties,"Accept or lean towards:immanent universals: 0.2667
Accept or lean towards:tropes: 0.2667
","Accept or lean towards:immanent universals: 0.3143
","Accept or lean towards:transcendent universals: 0.2174
Accept or lean towards:immanent universals: 0.1957
Accept or lean towards:tropes: 0.1957
","Accept or lean towards:immanent universals: 0.2143
Accept or lean towards:transcendent universals: 0.2143
",*NA*,"Accept or lean towards:immanent universals: 0.3396
","Agnostic/undecided: 0.2542
","Accept or lean towards:tropes: 0.2667
","Accept or lean towards:immanent universals: 0.2609
Accept or lean towards:tropes: 0.2174
","Accept or lean towards:classes: 0.2941
","Accept or lean towards:transcendent universals: 0.239
Agnostic/undecided: 0.2049
","Agnostic/undecided: 0.2941
","Accept or lean towards:immanent universals: 0.1856
Accept or lean towards:classes: 0.1546
There is no fact of the matter: 0.1546
Agnostic/undecided: 0.1546
","Accept or lean towards:transcendent universals: 0.2135
Accept or lean towards:immanent universals: 0.1798
","Accept or lean towards:immanent universals: 0.3438
Accept or lean towards:tropes: 0.3125
","Accept or lean towards:transcendent universals: 0.2449
Agnostic/undecided: 0.2347
","Accept or lean towards:immanent universals: 0.1905
Accept or lean towards:classes: 0.1429
Accept or lean towards:transcendent universals: 0.1429
Accept or lean towards:tropes: 0.1905
There is no fact of the matter: 0.1429
","Accept or lean towards:transcendent universals: 0.271
Accept or lean towards:immanent universals: 0.2366
","Agnostic/undecided: 0.3
","Accept or lean towards:immanent universals: 0.2549
","Accept or lean towards:classes: 0.1935
Accept or lean towards:immanent universals: 0.1613
Accept or lean towards:nonexistent: 0.1613
","Accept or lean towards:tropes: 0.2651
Accept or lean towards:immanent universals: 0.2169
","Accept or lean towards:classes: 0.25
Accept or lean towards:tropes: 0.25
","Accept or lean towards:immanent universals: 0.3333
","Accept or lean towards:transcendent universals: 0.2242
","Agnostic/undecided: 0.2632
","Accept or lean towards:transcendent universals: 0.2121
Accept or lean towards:classes: 0.1818
","Accept or lean towards:tropes: 0.246
Accept or lean towards:immanent universals: 0.2032
","Agnostic/undecided: 0.2424
","Accept or lean towards:transcendent universals: 0.3297
",*NA*,"Accept or lean towards:immanent universals: 0.1786
Accept or lean towards:classes: 0.1429
Accept or lean towards:tropes: 0.1786
Agnostic/undecided: 0.1786
","Agnostic/undecided: 0.2727
"
Propositional attitudes,"Accept or lean towards:representational: 0.4286
Accept or lean towards:dispositional: 0.3857
","Accept or lean towards:dispositional: 0.3667
Accept or lean towards:representational: 0.3667
","Accept or lean towards:dispositional: 0.3684
","Accept or lean towards:representational: 0.5
",*NA*,"Accept or lean towards:dispositional: 0.375
Accept or lean towards:representational: 0.35
","Accept or lean towards:representational: 0.375
","Accept or lean towards:dispositional: 0.5
","Accept or lean towards:dispositional: 0.375
","Accept or lean towards:representational: 0.3478
","Accept or lean towards:representational: 0.5365
","Accept or lean towards:representational: 0.3333
","Accept or lean towards:representational: 0.4211
","Accept or lean towards:representational: 0.5
","Accept or lean towards:dispositional: 0.4211
","Accept or lean towards:representational: 0.5
","Accept or lean towards:representational: 0.5833
","Accept or lean towards:representational: 0.4907
","Accept or lean towards:representational: 0.4228
","Accept or lean towards:dispositional: 0.4262
","Accept or lean towards:representational: 0.375
","Accept or lean towards:representational: 0.5604
","Accept or lean towards:representational: 0.6
","Accept or lean towards:dispositional: 0.4762
Accept or lean towards:representational: 0.4286
","Accept or lean towards:representational: 0.5746
","Accept or lean towards:representational: 0.4444
","Accept or lean towards:representational: 0.5
","Accept or lean towards:representational: 0.5421
","Accept or lean towards:representational: 0.4138
","Accept or lean towards:representational: 0.4776
","Accept or lean towards:dispositional: 0.6
","Accept or lean towards:dispositional: 0.375
","Accept or lean towards:dispositional: 0.3077
Accept or lean towards:representational: 0.2949
"
Propositions,"Accept or lean towards:structured entities: 0.4857
","Accept or lean towards:structured entities: 0.2667
","Accept or lean towards:structured entities: 0.1905
Accept or lean towards:acts: 0.1905
Accept or lean towards:nonexistent: 0.1429
","Accept or lean towards:structured entities: 0.5227
",*NA*,"Accept or lean towards:structured entities: 0.3256
","Accept or lean towards:structured entities: 0.3333
","Accept or lean towards:nonexistent: 0.3125
","Accept or lean towards:structured entities: 0.2813
","Accept or lean towards:sets: 0.2609
Accept or lean towards:structured entities: 0.2609
","Accept or lean towards:structured entities: 0.4091
","Agnostic/undecided: 0.3077
","Accept or lean towards:nonexistent: 0.2929
Accept or lean towards:structured entities: 0.2828
","Accept or lean towards:structured entities: 0.4019
","Accept or lean towards:acts: 0.3462
","Accept or lean towards:structured entities: 0.4579
","Accept or lean towards:structured entities: 0.2553
Accept or lean towards:nonexistent: 0.234
","Accept or lean towards:structured entities: 0.4422
","Accept or lean towards:structured entities: 0.3909
","Accept or lean towards:structured entities: 0.36
","Accept or lean towards:nonexistent: 0.3462
","Accept or lean towards:structured entities: 0.481
","Accept or lean towards:nonexistent: 0.3333
","Accept or lean towards:nonexistent: 0.2941
","Accept or lean towards:structured entities: 0.4363
","Accept or lean towards:structured entities: 0.3529
","Accept or lean towards:structured entities: 0.2571
","Accept or lean towards:structured entities: 0.456
","Accept or lean towards:structured entities: 0.4516
","Accept or lean towards:structured entities: 0.3095
","Agnostic/undecided: 0.4
","Accept or lean towards:nonexistent: 0.3333
","Agnostic/undecided: 0.2958
Accept or lean towards:structured entities: 0.2535
"
Quantum mechanics,"Accept or lean towards:hidden-variables: 0.2759
Agnostic/undecided: 0.2414
","Accept or lean towards:epistemic: 0.2381
Agnostic/undecided: 0.2381
","Accept or lean towards:hidden-variables: 0.2051
Agnostic/undecided: 0.2051
","Accept or lean towards:hidden-variables: 0.3043
",*NA*,"Accept or lean towards:hidden-variables: 0.2917
","Accept or lean towards:many-worlds: 0.2759
Agnostic/undecided: 0.2759
","Accept or lean towards:many-worlds: 0.2727
","Accept or lean towards:many-worlds: 0.3478
","Accept or lean towards:hidden-variables: 0.4
Accept or lean towards:many-worlds: 0.4
","Agnostic/undecided: 0.25
Accept or lean towards:hidden-variables: 0.2027
","Accept or lean towards:many-worlds: 0.3125
","Agnostic/undecided: 0.2427
Accept or lean towards:collapse: 0.233
Accept or lean towards:many-worlds: 0.1942
","Accept or lean towards:hidden-variables: 0.2879
","Accept or lean towards:collapse: 0.2353
Accept or lean towards:hidden-variables: 0.2353
Accept or lean towards:epistemic: 0.2353
","Accept or lean towards:many-worlds: 0.3036
Agnostic/undecided: 0.2857
","Agnostic/undecided: 0.3636
","Accept or lean towards:hidden-variables: 0.2486
Accept or lean towards:collapse: 0.221
Accept or lean towards:many-worlds: 0.2265
Agnostic/undecided: 0.2486
","Agnostic/undecided: 0.284
Accept or lean towards:many-worlds: 0.2469
","Agnostic/undecided: 0.3125
","Agnostic/undecided: 0.4444
","Accept or lean towards:hidden-variables: 0.2727
Agnostic/undecided: 0.2545
","Accept or lean towards:collapse: 0.2727
Accept or lean towards:hidden-variables: 0.2727
Accept or lean towards:many-worlds: 0.2727
","Accept or lean towards:many-worlds: 0.4545
","Agnostic/undecided: 0.3265
","Accept or lean towards:epistemic: 0.3077
","Accept or lean towards:many-worlds: 0.3214
Accept an alternative view: 0.2857
","Accept or lean towards:hidden-variables: 0.2868
","Accept or lean towards:collapse: 0.325
","Agnostic/undecided: 0.4237
",*NA*,"Agnostic/undecided: 0.4074
","Agnostic/undecided: 0.2941
"
Race categories,"Accept or lean towards:eliminate: 0.4545
","Accept or lean towards:eliminate: 0.4762
","Accept or lean towards:eliminate: 0.4219
","Accept or lean towards:eliminate: 0.4483
","Accept or lean towards:eliminate: 0.5
","Accept or lean towards:eliminate: 0.3962
","Accept or lean towards:eliminate: 0.432
","Accept or lean towards:eliminate: 0.4762
","Accept or lean towards:eliminate: 0.3659
Accept or lean towards:revise: 0.3415
","Accept or lean towards:revise: 0.381
","Accept or lean towards:eliminate: 0.4107
","Accept or lean towards:eliminate: 0.4151
","Accept or lean towards:eliminate: 0.4299
","Accept or lean towards:eliminate: 0.4588
","Accept or lean towards:eliminate: 0.4194
","Accept or lean towards:revise: 0.3383
Accept or lean towards:eliminate: 0.3383
","Accept or lean towards:eliminate: 0.4444
","Accept or lean towards:revise: 0.3676
Accept or lean towards:eliminate: 0.3627
","Accept or lean towards:revise: 0.352
Accept or lean towards:eliminate: 0.3316
","Accept or lean towards:eliminate: 0.4848
","Accept or lean towards:eliminate: 0.4186
Accept or lean towards:revise: 0.3953
","Accept or lean towards:revise: 0.4286
Accept or lean towards:eliminate: 0.4286
","Accept or lean towards:revise: 0.4286
","Accept or lean towards:revise: 0.4688
","Accept or lean towards:eliminate: 0.3547
Accept or lean towards:revise: 0.3488
","Accept or lean towards:eliminate: 0.3871
","Accept or lean towards:eliminate: 0.4516
","Accept or lean towards:eliminate: 0.4339
","Accept or lean towards:eliminate: 0.5313
","Accept or lean towards:eliminate: 0.4615
","Accept or lean towards:revise: 0.4
","Accept or lean towards:eliminate: 0.5833
","Accept or lean towards:eliminate: 0.3947
Accept or lean towards:revise: 0.3487
"
Rational disagreement,"Accept or lean towards:permissivism: 0.6667
","Accept or lean towards:permissivism: 0.82
","Accept or lean towards:permissivism: 0.7742
","Accept or lean towards:permissivism: 0.6154
",*NA*,"Accept or lean towards:permissivism: 0.566
","Accept or lean towards:permissivism: 0.7414
","Accept or lean towards:permissivism: 0.8421
","Accept or lean towards:permissivism: 0.8293
","Accept or lean towards:permissivism: 0.7353
","Accept or lean towards:permissivism: 0.6838
","Accept or lean towards:permissivism: 0.675
","Accept or lean towards:permissivism: 0.7586
","Accept or lean towards:permissivism: 0.7347
","Accept or lean towards:permissivism: 0.7813
","Accept or lean towards:permissivism: 0.6944
","Accept or lean towards:permissivism: 0.625
","Accept or lean towards:permissivism: 0.6681
","Accept or lean towards:permissivism: 0.6564
","Accept or lean towards:permissivism: 0.6538
","Accept or lean towards:permissivism: 0.7632
","Accept or lean towards:permissivism: 0.7778
","Accept or lean towards:permissivism: 0.625
","Accept or lean towards:permissivism: 0.7308
","Accept or lean towards:permissivism: 0.7045
","Accept or lean towards:permissivism: 0.5484
","Accept or lean towards:permissivism: 0.7742
","Accept or lean towards:permissivism: 0.65
","Accept or lean towards:permissivism: 0.7222
","Accept or lean towards:permissivism: 0.7059
","Accept or lean towards:permissivism: 0.625
","Accept or lean towards:permissivism: 0.6389
","Accept or lean towards:permissivism: 0.7534
"
Response to external-world skepticism,"Accept or lean towards:pragmatic: 0.2577
","Accept or lean towards:pragmatic: 0.4103
","Accept or lean towards:pragmatic: 0.2712
","Accept or lean towards:pragmatic: 0.3091
",*NA*,"Accept or lean towards:pragmatic: 0.3125
","Accept or lean towards:pragmatic: 0.3483
","Accept or lean towards:pragmatic: 0.3684
","Accept or lean towards:pragmatic: 0.2571
","Accept or lean towards:abductive: 0.3448
Accept or lean towards:epistemic externalist: 0.3448
","Accept or lean towards:epistemic externalist: 0.2639
Accept or lean towards:dogmatist: 0.2305
","Accept or lean towards:pragmatic: 0.4286
","Accept or lean towards:pragmatic: 0.313
Accept or lean towards:abductive: 0.2783
","Accept or lean towards:abductive: 0.2128
Accept or lean towards:epistemic externalist: 0.2021
Accept or lean towards:pragmatic: 0.2128
","Accept or lean towards:epistemic externalist: 0.3333
","Accept or lean towards:abductive: 0.2899
","Accept or lean towards:abductive: 0.24
Accept or lean towards:pragmatic: 0.2
","Accept or lean towards:abductive: 0.3115
","Accept or lean towards:abductive: 0.2601
Accept or lean towards:pragmatic: 0.2428
","Accept or lean towards:dogmatist: 0.2029
Accept or lean towards:pragmatic: 0.1739
","Accept or lean towards:pragmatic: 0.4286
","Accept or lean towards:abductive: 0.2889
Accept or lean towards:epistemic externalist: 0.2444
Accept or lean towards:pragmatic: 0.2444
","Accept or lean towards:contextualist: 0.2
Accept or lean towards:pragmatic: 0.2
Agnostic/undecided: 0.2
","Accept or lean towards:pragmatic: 0.25
Accept or lean towards:abductive: 0.2083
","Accept or lean towards:contextualist: 0.2181
Accept or lean towards:abductive: 0.1702
Accept or lean towards:epistemic externalist: 0.2021
Accept or lean towards:pragmatic: 0.1755
","Accept or lean towards:abductive: 0.2632
Accept or lean towards:pragmatic: 0.2632
","Accept or lean towards:pragmatic: 0.3548
","Accept or lean towards:abductive: 0.2657
","Accept or lean towards:pragmatic: 0.3056
","Accept or lean towards:abductive: 0.2581
Accept or lean towards:dogmatist: 0.2473
Accept or lean towards:epistemic externalist: 0.2366
","Accept or lean towards:pragmatic: 0.8
","Accept or lean towards:pragmatic: 0.3333
","Accept or lean towards:pragmatic: 0.301
"
Semantic content,"Accept or lean towards:moderate contextualism (intermediate): 0.5588
","Accept or lean towards:moderate contextualism (intermediate): 0.4444
Accept or lean towards:radical contextualism (most or all) : 0.4444
","Accept or lean towards:moderate contextualism (intermediate): 0.4407
Accept or lean towards:radical contextualism (most or all) : 0.4068
","Accept or lean towards:moderate contextualism (intermediate): 0.4783
","Accept or lean towards:moderate contextualism (intermediate): 0.4
Accept or lean towards:radical contextualism (most or all) : 0.4
","Accept or lean towards:moderate contextualism (intermediate): 0.619
","Accept or lean towards:moderate contextualism (intermediate): 0.5357
","Accept or lean towards:radical contextualism (most or all) : 0.4375
","Accept or lean towards:radical contextualism (most or all) : 0.5128
","Accept or lean towards:moderate contextualism (intermediate): 0.5909
","Accept or lean towards:moderate contextualism (intermediate): 0.5484
","Accept or lean towards:radical contextualism (most or all) : 0.4583
","Accept or lean towards:moderate contextualism (intermediate): 0.5506
","Accept or lean towards:moderate contextualism (intermediate): 0.5543
","Accept or lean towards:moderate contextualism (intermediate): 0.6667
","Accept or lean towards:moderate contextualism (intermediate): 0.6311
","Accept or lean towards:moderate contextualism (intermediate): 0.5
","Accept or lean towards:moderate contextualism (intermediate): 0.5613
","Accept or lean towards:moderate contextualism (intermediate): 0.5263
","Accept or lean towards:moderate contextualism (intermediate): 0.4483
","Accept or lean towards:moderate contextualism (intermediate): 0.5
","Accept or lean towards:moderate contextualism (intermediate): 0.5432
","Accept or lean towards:moderate contextualism (intermediate): 0.2727
Agnostic/undecided: 0.2727
","Accept or lean towards:radical contextualism (most or all) : 0.4348
","Accept or lean towards:moderate contextualism (intermediate): 0.5126
","Accept or lean towards:moderate contextualism (intermediate): 0.4211
","Accept or lean towards:moderate contextualism (intermediate): 0.5161
","Accept or lean towards:moderate contextualism (intermediate): 0.5567
","Accept or lean towards:moderate contextualism (intermediate): 0.5667
","Accept or lean towards:moderate contextualism (intermediate): 0.3833
",*NA*,"Accept or lean towards:radical contextualism (most or all) : 0.4375
","Accept or lean towards:moderate contextualism (intermediate): 0.4419
"
